EN,EM,Description,Composition strategy,Attribute
common brand,👥💁🏻‍♀️👜,"[':busts_in_silhouette:', ':woman_tipping_hand_light_skin_tone:', ':handbag:']",Metaphorical,COMMONNESS
sound advice,👂💬,"[':ear:', ':speech_balloon:']",Metaphorical,REASONABLENESS
internal mechanism,👉⚙️⚙️👈,"[':backhand_index_pointing_right:', ':gear:', ':gear:', ':backhand_index_pointing_left:']",Metaphorical,POSITION
ineffectual therapy,👂🧏‍♀️👎😒,"[':ear:', ':deaf_woman:', ':thumbs_down:', ':unamused_face:']",Metaphorical,UTILITY
ample supply,🍽✅️,"[':fork_and_knife_with_plate:', ':check_mark_button:', '']",Metaphorical,SUFFICIENCY
delicate china,❌💪🏻🇨🇳☕️,"[':cross_mark:', ':flexed_biceps_light_skin_tone:', ':China:', ':hot_beverage:', '']",Metaphorical,STRENGTH
high hope,🙏😌👆,"[':folded_hands:', ':relieved_face:', ':backhand_index_pointing_up:']",Metaphorical,DEGREE
big business,🤝📆,"[':handshake:', ':tear-off_calendar:']",Metaphorical,SIZE
delicate china,🍽️🙌,"[':fork_and_knife_with_plate:', ':raising_hands:']",Metaphorical,STRENGTH
high opinion,👩‍⚕️👨‍🎓👍,"[':woman_health_worker:', ':man_student:', ':thumbs_up:']",Metaphorical,DEGREE
deep breath,👃💨,"[':nose:', ':dashing_away:']",Metaphorical,DEPTH
ample supply,📉📋✅,"[':chart_decreasing:', ':clipboard:', ':check_mark_button:']",Metaphorical,SUFFICIENCY
fresh scent,🍊🍋👃,"[':tangerine:', ':lemon:', ':nose:']",Metaphorical,FRESHNESS
internal sense,🧐🔮,"[':face_with_monocle:', ':crystal_ball:']",Metaphorical,INWARDNESS
dark corner,🌑🏫🤫㊙️,"[':new_moon:', ':school:', ':shushing_face:', ':Japanese_secret_button:']",Metaphorical,LIGHT
foreign accent,🇻🇪🇲🇪🇲🇲🎙🗣,"[':Venezuela:', ':Montenegro:', ':Myanmar_(Burma):', ':studio_microphone:', ':speaking_head:']",Metaphorical,FOREIGNNESS
cool reception,😎🎊,"[':smiling_face_with_sunglasses:', ':confetti_ball:']",Metaphorical,EMOTIONALITY
intelligent question,🙋🧠💭🧑‍🎓,"[':person_raising_hand:', ':brain:', ':thought_balloon:', ':student:']",Metaphorical,INTELLIGENCE
intelligent solution,🧠❗❗,"[':brain:', ':red_exclamation_mark:', ':red_exclamation_mark:']",Metaphorical,REASONABLENESS
clear idea,🧠😲🆗,"[':brain:', ':astonished_face:', ':OK_button:']",Metaphorical,CLARITY
thin soup,💦💦🥣,"[':sweat_droplets:', ':sweat_droplets:', ':bowl_with_spoon:']",Metaphorical,CONSISTENCY
dirty slum,😣🔞💸,"[':persevering_face:', ':no_one_under_eighteen:', ':money_with_wings:']",Metaphorical,CLEANNESS
far trek,🚶‍♂️🥾,"[':man_walking:', ':hiking_boot:']",Metaphorical,LENGTH
foreign city,🧳🇮🇴,"[':luggage:', ':British_Indian_Ocean_Territory:']",Metaphorical,UNFAMILIARITY
dry climate,☀️☀️☀️🥵,"[':sun:', ':sun:', ':sun:', ':hot_face:']",Metaphorical,WETNESS
common man,🧍🧍🤷,"[':person_standing:', ':person_standing:', ':person_shrugging:']",Metaphorical,COMMONNESS
dry climate,🌵🥵🥵🥵🥵,"[':cactus:', ':hot_face:', ':hot_face:', ':hot_face:', ':hot_face:']",Metaphorical,WETNESS
thick soup,🍲🍲👍,"[':pot_of_food:', ':pot_of_food:', ':thumbs_up:']",Metaphorical,CONSISTENCY
sound explanation,🤔 🧠🗣️ 🙂🆗,"[':thinking_face:', ':brain:', ':speaking_head:', ':slightly_smiling_face:', ':OK_button:']",Metaphorical,REASONABLENESS
delicate wing,🐣💸,"[':hatching_chick:', ':money_with_wings:']",Metaphorical,STRENGTH
constant lover,👬👨‍❤️‍💋‍👨⏳⌛💞👨‍🦳👨‍🦳,"[':men_holding_hands:', ':kiss_man_man:', ':hourglass_not_done:', ':hourglass_done:', ':revolving_hearts:', ':man_white_hair:', ':man_white_hair:']",Metaphorical,CONSTANCY
dirty foot,👃🦶🤢,"[':nose:', ':foot:', ':nauseated_face:']",Metaphorical,CLEANNESS
thin air,😵‍💫💨,"[':face_with_spiral_eyes:', ':dashing_away:']",Metaphorical,CONSISTENCY
big man,💪🧔‍♂️,"[':flexed_biceps:', ':man_beard:']",Metaphorical,CONSPICUOUSNESS
common knowledge,🧐🧠,"[':face_with_monocle:', ':brain:']",Metaphorical,COMMONNESS
internal mechanism,📲🕹️👩‍💻,"[':mobile_phone_with_arrow:', ':joystick:', ':woman_technologist:']",Metaphorical,POSITION
constant lover,🙍‍♀️❤️🙍‍♂️♾️,"[':woman_frowning:', ':red_heart:', ':man_frowning:', ':infinity:']",Metaphorical,CONSTANCY
big city,🏙↕️↔️,"[':cityscape:', ':up-down_arrow:', ':left-right_arrow:']",Metaphorical,SIZE
high forehead,👨‍🦲❌👦👨,"[':man_bald:', ':cross_mark:', ':boy:', ':man:']",Metaphorical,HEIGHT
intelligent life,🎓👽,"[':graduation_cap:', ':alien:']",Metaphorical,INTELLIGENCE
high temperature,☀️♨️🥵🌡️,"[':sun:', ':hot_springs:', ':hot_face:', ':thermometer:']",Metaphorical,DEGREE
thick smoke,💨💨💨😤🌋🚬😤,"[':dashing_away:', ':dashing_away:', ':dashing_away:', ':face_with_steam_from_nose:', ':volcano:', ':cigarette:', ':face_with_steam_from_nose:']",Metaphorical,THICKNESS
puzzling statement,🧐❓,"[':face_with_monocle:', ':red_question_mark:']",Metaphorical,CLARITY
warm support,👪🥰,"[':family:', ':smiling_face_with_hearts:']",Metaphorical,EMOTIONALITY
low sun,↘️☀️🌞🌥️🔅,"[':down-right_arrow:', ':sun:', ':sun_with_face:', ':sun_behind_large_cloud:', ':dim_button:']",Metaphorical,HEIGHT
dirty money,🤑💸🦹,"[':money-mouth_face:', ':money_with_wings:', ':supervillain:']",Metaphorical,LEGALITY
far country,🌎↔️🌏,"[':globe_showing_Americas:', ':left-right_arrow:', ':globe_showing_Asia-Australia:']",Metaphorical,DISTANCE
effective step,💯💯💯✨,"[':hundred_points:', ':hundred_points:', ':hundred_points:', ':sparkles:']",Metaphorical,EFFECTIVENESS
far journey,😪🗺️,"[':sleepy_face:', ':world_map:']",Metaphorical,DISTANCE
dry critique,😩🙄✍🏻📝,"[':weary_face:', ':face_with_rolling_eyes:', ':writing_hand_light_skin_tone:', ':memo:']",Metaphorical,EMOTIONALITY
common knowledge,🧠🤔😒,"[':brain:', ':thinking_face:', ':unamused_face:']",Metaphorical,COMMONNESS
dark shadow,⚫👥,"[':black_circle:', ':busts_in_silhouette:']",Metaphorical,LIGHT
warm room,♨️😮‍💨,"[':hot_springs:', ':face_exhaling:']",Metaphorical,TEMPERATURE
full life,🥰☺️🏡,"[':smiling_face_with_hearts:', ':smiling_face:', ':house_with_garden:']",Metaphorical,FULLNESS
low cloud,☁️🌥️,"[':cloud:', ':sun_behind_large_cloud:']",Metaphorical,HEIGHT
big man,🧔‍♂️😲⬆️,"[':man_beard:', ':astonished_face:', ':up_arrow:']",Metaphorical,CONSPICUOUSNESS
thick smoke,💨🚬,"[':dashing_away:', ':cigarette:']",Metaphorical,THICKNESS
dull day,🌑🌚,"[':new_moon:', ':new_moon_face:']",Metaphorical,DULLNESS
wrong cheating,🙅‍♀️💔,"[':woman_gesturing_NO:', ':broken_heart:']",Metaphorical,RIGHTNESS
fresh scent,💨👃😃,"[':dashing_away:', ':nose:', ':grinning_face_with_big_eyes:']",Metaphorical,FRESHNESS
common parlance,▶️🗣️,"[':play_button:', ':speaking_head:']",Metaphorical,FORMALITY
warm greeting,❤️👋,"[':red_heart:', ':waving_hand:']",Metaphorical,EMOTIONALITY
effective step,💨🪜,"[':dashing_away:', ':ladder:']",Metaphorical,EFFECTIVENESS
critical shortage,‼️🦐🦑🍞🥝,"[':double_exclamation_mark:', ':shrimp:', ':squid:', ':bread:', ':kiwi_fruit:']",Metaphorical,CRISIS
short holiday,↔️🏝️🍾💆🧖🧘,"[':left-right_arrow:', ':desert_island:', ':bottle_with_popping_cork:', ':person_getting_massage:', ':person_in_steamy_room:', ':person_in_lotus_position:']",Metaphorical,DURATION
common sailor,🚢⚓👬,"[':ship:', ':anchor:', ':men_holding_hands:']",Metaphorical,COMMONNESS
deep breath,😮🫁,"[':face_with_open_mouth:', ':lungs:']",Metaphorical,DEPTH
clear complexion,😌✨✨,"[':relieved_face:', ':sparkles:', ':sparkles:']",Metaphorical,PERFECTION
warm personality,🥰👭,"[':smiling_face_with_hearts:', ':women_holding_hands:']",Metaphorical,EMOTIONALITY
wrong information,❌💭❓,"[':cross_mark:', ':thought_balloon:', ':red_question_mark:']",Metaphorical,CORRECTNESS
big business,💰📈,"[':money_bag:', ':chart_increasing:']",Metaphorical,SIZE
hot argument,🙅🙅‍♂️😤🗯️,"[':person_gesturing_NO:', ':man_gesturing_NO:', ':face_with_steam_from_nose:', ':right_anger_bubble:']",Metaphorical,EMOTIONALITY
deep sleep,😴😴💤💤,"[':sleeping_face:', ':sleeping_face:', ':zzz:', ':zzz:']",Metaphorical,DEPTH
high temperature,🌡☀️,"[':thermometer:', ':sun:']",Metaphorical,DEGREE
high hope,🪜🙏🏼,"[':ladder:', ':folded_hands_medium-light_skin_tone:']",Metaphorical,DEGREE
big voice,🗣️💢,"[':speaking_head:', ':anger_symbol:']",Metaphorical,VOLUME
hot forehead,🔥🤒🌡,"[':fire:', ':face_with_thermometer:', ':thermometer:']",Metaphorical,TEMPERATURE
fresh lettuce,👨‍🌾🥬,"[':man_farmer:', ':leafy_green:']",Metaphorical,FRESHNESS
delicate china,⚠️📦🍽️,"[':warning:', ':package:', ':fork_and_knife_with_plate:']",Metaphorical,STRENGTH
big business,🏢🧑‍🤝‍🧑🧑‍🤝‍🧑🧑‍🤝‍🧑,"[':office_building:', ':people_holding_hands:', ':people_holding_hands:', ':people_holding_hands:']",Metaphorical,SIZE
warm climate,☀️🌡️📈,"[':sun:', ':thermometer:', ':chart_increasing:']",Metaphorical,TEMPERATURE
thick cream,🧴💪,"[':lotion_bottle:', ':flexed_biceps:']",Metaphorical,THICKNESS
ineffectual therapy,👨‍⚕️🗣️🧠👎☹️,"[':man_health_worker:', ':speaking_head:', ':brain:', ':thumbs_down:', ':frowning_face:']",Metaphorical,UTILITY
high price,🔝💸,"[':TOP_arrow:', ':money_with_wings:']",Metaphorical,DEGREE
ineffectual ruler,🤴👑📉👎,"[':prince:', ':crown:', ':chart_decreasing:', ':thumbs_down:']",Metaphorical,POTENCY
thick cream,📏🍦🍦,"[':straight_ruler:', ':soft_ice_cream:', ':soft_ice_cream:']",Metaphorical,THICKNESS
full life,🥵🤣🥵🤣,"[':hot_face:', ':rolling_on_the_floor_laughing:', ':hot_face:', ':rolling_on_the_floor_laughing:']",Metaphorical,FULLNESS
big tipper,🧔‍♂️💰,"[':man_beard:', ':money_bag:']",Metaphorical,GENEROSITY
domestic chore,🧹🍳🪠🛒🏠,"[':broom:', ':cooking:', ':plunger:', ':shopping_cart:', ':house:']",Metaphorical,DOMESTICITY
cozy nook,🛋️☕😌,"[':couch_and_lamp:', ':hot_beverage:', ':relieved_face:']",Metaphorical,COMFORT
hot forehead,🌡️🤒,"[':thermometer:', ':face_with_thermometer:']",Metaphorical,TEMPERATURE
ample food,👩‍👩‍👧‍👧👨‍👨‍👧‍👧👨‍👩‍👧‍👧🍽️💯,"[':family_woman_woman_girl_girl:', ':family_man_man_girl_girl:', ':family_man_woman_girl_girl:', ':fork_and_knife_with_plate:', ':hundred_points:']",Metaphorical,QUANTITY
hot doll,💅👱‍♀️,"[':nail_polish:', ':woman_blond_hair:']",Metaphorical,POPULARITY
dirty money,😒💰,"[':unamused_face:', ':money_bag:']",Metaphorical,LEGALITY
ample supply,👐📈,"[':open_hands:', ':chart_increasing:']",Metaphorical,SUFFICIENCY
fresh scent,✨💨😍,"[':sparkles:', ':dashing_away:', ':smiling_face_with_heart-eyes:']",Metaphorical,FRESHNESS
common knowledge,👥📚📖👥,"[':busts_in_silhouette:', ':books:', ':open_book:', ':busts_in_silhouette:']",Metaphorical,COMMONNESS
dry land,🏝️🏙️☀️,"[':desert_island:', ':cityscape:', ':sun:']",Metaphorical,WETNESS
dry climate,🏜️☀️,"[':desert:', ':sun:']",Metaphorical,WETNESS
common parlance,📓📔💬💭,"[':notebook:', ':notebook_with_decorative_cover:', ':speech_balloon:', ':thought_balloon:']",Metaphorical,FORMALITY
dry land,🌪️ 🏝️,"[':tornado:', ':desert_island:']",Metaphorical,WETNESS
clear water,💧💧🔬✨❌🦠,"[':droplet:', ':droplet:', ':microscope:', ':sparkles:', ':cross_mark:', ':microbe:']",Metaphorical,CLEARNESS
fresh lettuce,✨🥬,"[':sparkles:', ':leafy_green:']",Metaphorical,FRESHNESS
dry critique,😤😞,"[':face_with_steam_from_nose:', ':disappointed_face:']",Metaphorical,EMOTIONALITY
dark corner,🔦🚫🚫,"[':flashlight:', ':prohibited:', ':prohibited:']",Metaphorical,LIGHT
warm debate,👄🤯,"[':mouth:', ':exploding_head:']",Metaphorical,LIVELINESS
common procedure,🤲✍️,"[':palms_up_together:', ':writing_hand:']",Metaphorical,COMMONNESS
idyllic life,☺️🌈,"[':smiling_face:', ':rainbow:']",Metaphorical,PLEASANTNESS
dirty fighter,🤬😡,"[':face_with_symbols_on_mouth:', ':pouting_face:']",Metaphorical,FAIRNESS
immediate reply,🏃‍♂️📞💭,"[':man_running:', ':telephone_receiver:', ':thought_balloon:']",Metaphorical,SPEED
common parlance,🗣️↔️🗣️,"[':speaking_head:', ':left-right_arrow:', ':speaking_head:']",Metaphorical,FORMALITY
clear water,💧⚪️,"[':droplet:', ':white_circle:', '']",Metaphorical,CLEARNESS
dirty work,🦠💼,"[':microbe:', ':briefcase:']",Metaphorical,CLEANNESS
warm climate,🌡️🌏,"[':thermometer:', ':globe_showing_Asia-Australia:']",Metaphorical,TEMPERATURE
fresh air,☀️⛰️💨🍃🍃,"[':sun:', ':mountain:', ':dashing_away:', ':leaf_fluttering_in_wind:', ':leaf_fluttering_in_wind:']",Metaphorical,PURITY
little boy,👦👈👶,"[':boy:', ':backhand_index_pointing_left:', ':baby:']",Metaphorical,AGE
clear complexion,😍🧴,"[':smiling_face_with_heart-eyes:', ':lotion_bottle:']",Metaphorical,PERFECTION
constant pain,🦴🔨🧑‍🦽⏳😭,"[':bone:', ':hammer:', ':person_in_manual_wheelchair:', ':hourglass_not_done:', ':loudly_crying_face:']",Metaphorical,CONTINUITY
short flight,🥲✈️,"[':smiling_face_with_tear:', ':airplane:']",Metaphorical,DURATION
high risk,😷⚠️☠️,"[':face_with_medical_mask:', ':warning:', ':skull_and_crossbones:']",Metaphorical,DEGREE
dark purpose,😈❓🤷‍♀️,"[':smiling_face_with_horns:', ':red_question_mark:', ':woman_shrugging:']",Metaphorical,EVIL
idyllic spot,✨🏞️,"[':sparkles:', ':national_park:']",Metaphorical,PERFECTION
fresh lettuce,👩‍🌾🥬,"[':woman_farmer:', ':leafy_green:']",Metaphorical,FRESHNESS
far side,🚫🔜📏,"[':prohibited:', ':SOON_arrow:', ':straight_ruler:']",Metaphorical,DISTANCE
high temperature,🥵♨️☀️🛏️,"[':hot_face:', ':hot_springs:', ':sun:', ':bed:']",Metaphorical,DEGREE
delicate wing,🛑🐝,"[':stop_sign:', ':honeybee:']",Metaphorical,STRENGTH
delicate flavor,😋👍,"[':face_savoring_food:', ':thumbs_up:']",Metaphorical,STRENGTH
heavy fog,🌫️🌁✖️💯,"[':fog:', ':foggy:', ':multiply:', ':hundred_points:']",Metaphorical,THICKNESS
clear air,💨💨✨,"[':dashing_away:', ':dashing_away:', ':sparkles:']",Metaphorical,CLEARNESS
deep cut,🤕✂️,"[':face_with_head-bandage:', ':scissors:']",Metaphorical,SIZE
clear explanation,👩‍🏫💯🗣️,"[':woman_teacher:', ':hundred_points:', ':speaking_head:']",Metaphorical,CLARITY
cool reception,🙂☺️👋,"[':slightly_smiling_face:', ':smiling_face:', ':waving_hand:']",Metaphorical,EMOTIONALITY
big expenditure,🥘🌯🌯🤑🤑💸💸,"[':shallow_pan_of_food:', ':burrito:', ':burrito:', ':money-mouth_face:', ':money-mouth_face:', ':money_with_wings:', ':money_with_wings:']",Metaphorical,SIZE
high hope,🔝🤞🙏🌠💫🍀🤗,"[':TOP_arrow:', ':crossed_fingers:', ':folded_hands:', ':shooting_star:', ':dizzy:', ':four_leaf_clover:', ':smiling_face_with_open_hands:']",Metaphorical,DEGREE
big day,😵😵😵,"[':face_with_crossed-out_eyes:', ':face_with_crossed-out_eyes:', ':face_with_crossed-out_eyes:']",Metaphorical,IMPORTANCE
dirty job,🚽👷🛠️,"[':toilet:', ':construction_worker:', ':hammer_and_wrench:']",Metaphorical,CLEANNESS
dull silver,🥈😔,"[':2nd_place_medal:', ':pensive_face:']",Metaphorical,LUMINOSITY
critical shortage,⌛❌🧺,"[':hourglass_done:', ':cross_mark:', ':basket:']",Metaphorical,CRISIS
high temperature,🌡️🤒👆,"[':thermometer:', ':face_with_thermometer:', ':backhand_index_pointing_up:']",Metaphorical,DEGREE
clear indication,😲😲🆗,"[':astonished_face:', ':astonished_face:', ':OK_button:']",Metaphorical,CLARITY
dark shadow,❌💡🧍,"[':cross_mark:', ':light_bulb:', ':person_standing:']",Metaphorical,LIGHT
short life,⌛⚰️,"[':hourglass_done:', ':coffin:']",Metaphorical,DURATION
dry greeting,😶😐😑👋,"[':face_without_mouth:', ':neutral_face:', ':expressionless_face:', ':waving_hand:']",Metaphorical,EMOTIONALITY
delicate wing,🤔🕊,"[':thinking_face:', ':dove:']",Metaphorical,STRENGTH
internal sense,👨👈💭,"[':man:', ':backhand_index_pointing_left:', ':thought_balloon:']",Metaphorical,INWARDNESS
cozy nook,🥰🛋️,"[':smiling_face_with_hearts:', ':couch_and_lamp:']",Metaphorical,COMFORT
internal mechanism,🦿👩‍🔧,"[':mechanical_leg:', ':woman_mechanic:']",Metaphorical,POSITION
critical temperature,🌡️😯,"[':thermometer:', ':hushed_face:']",Metaphorical,CRITICALITY
dirty work,🚔📃,"[':oncoming_police_car:', ':page_with_curl:']",Metaphorical,CLEANNESS
cozy room,🛏🥰,"[':bed:', ':smiling_face_with_hearts:']",Metaphorical,FRIENDLINESS
dry climate,🚱🏜🌵,"[':non-potable_water:', ':desert:', ':cactus:']",Metaphorical,WETNESS
warm climate,🤒🥵🔥☀️,"[':face_with_thermometer:', ':hot_face:', ':fire:', ':sun:']",Metaphorical,TEMPERATURE
effective reprimand,💨🤬,"[':dashing_away:', ':face_with_symbols_on_mouth:']",Metaphorical,EFFICACY
hot doll,1️⃣🪆🎎,"[':keycap_1:', ':nesting_dolls:', ':Japanese_dolls:']",Metaphorical,POPULARITY
domestic chore,😤🧹🧽🗑️,"[':face_with_steam_from_nose:', ':broom:', ':sponge:', ':wastebasket:']",Metaphorical,DOMESTICITY
immediate reply,💨💨🔁💬,"[':dashing_away:', ':dashing_away:', ':repeat_button:', ':speech_balloon:']",Metaphorical,SPEED
common brand,↘️↙️,"[':down-right_arrow:', ':down-left_arrow:']",Metaphorical,COMMONNESS
warm greeting,😊👋,"[':smiling_face_with_smiling_eyes:', ':waving_hand:']",Metaphorical,EMOTIONALITY
deep cut,✂️🩸,"[':scissors:', ':drop_of_blood:']",Metaphorical,SIZE
dirty slum,🪰🏠,"[':fly:', ':house:']",Metaphorical,CLEANNESS
delicate negotiation,🧘🕊☮️🗣,"[':person_in_lotus_position:', ':dove:', ':peace_symbol:', ':speaking_head:']",Metaphorical,DIFFICULTY
effective entrance,🚪🥂,"[':door:', ':clinking_glasses:']",Metaphorical,EFFECTIVENESS
dirty slum,🧼🦠🏚️,"[':soap:', ':microbe:', ':derelict_house:']",Metaphorical,CLEANNESS
sound explanation,🧑‍🏫🗣️,"[':teacher:', ':speaking_head:']",Metaphorical,REASONABLENESS
warm support,♨️🧑‍🤝‍🧑🧑‍🤝‍🧑🧑‍🤝‍🧑,"[':hot_springs:', ':people_holding_hands:', ':people_holding_hands:', ':people_holding_hands:']",Metaphorical,EMOTIONALITY
thick soup,📏🥣,"[':straight_ruler:', ':bowl_with_spoon:']",Metaphorical,CONSISTENCY
sound advice,👍🧏‍♀️,"[':thumbs_up:', ':deaf_woman:']",Metaphorical,REASONABLENESS
far trek,🧗‍♂️🗺,"[':man_climbing:', ':world_map:']",Metaphorical,LENGTH
dry land,🥵🏜 🚫 🆒,"[':hot_face:', ':desert:', ':prohibited:', ':COOL_button:']",Metaphorical,WETNESS
high opinion,🗣️👆,"[':speaking_head:', ':backhand_index_pointing_up:']",Direct,DEGREE
low price,↘️💲💸,"[':down-right_arrow:', ':heavy_dollar_sign:', ':money_with_wings:']",Direct,DEGREE
short hair,🤏🦱,"[':pinching_hand:', ':curly_hair:']",Direct,LENGTH
heavy fog,🏋️‍♂️🌫️,"[':man_lifting_weights:', ':fog:']",Direct,THICKNESS
dull sky,😑🥱🌫️,"[':expressionless_face:', ':yawning_face:', ':fog:']",Direct,LUMINOSITY
immediate reply,❗📤,"[':red_exclamation_mark:', ':outbox_tray:']",Direct,SPEED
low cloud,⬇️☁️,"[':down_arrow:', ':cloud:']",Direct,HEIGHT
